id,name,address,phone
2826892523114154,和泰汽車貨運股份有限公司,基隆市仁愛區忠三路99號7樓之11,"0958918094"
2995951155548811,碩山交通股份有限公司,桃園市大溪區福安里頭寮路187巷20號2樓,"0978388997"
2755879067851698,裕隆工程股份有限公司,基隆市中正區德義里信四路11號5樓,"0960709876"
2238031527609170,鴻源報關股份有限公司,基隆市仁愛區忠三路99號6樓11室,"0959010164"
2348575534180387,中僑汽車貨運有限公司,基隆市仁愛區忠三路99號7樓之11,"0903154038"
2336474468652791,毅榮機械工業有限公司,臺中市清水區橋頭里民有路四一號,"0905012432"
2600355792454441,遠志交通有限公司,基隆市仁愛區忠三路99號7樓之9,"0939736588"
2345302715707805,日得冷凍食品工業股份有限公司,基隆市安樂區武訓街55號,"0908726497"
2757401566216712,弘運交通有限公司,基隆市中正區中正路448號,"0976749512"
2156477647660654,啟勝通運股份有限公司,高雄市左營區政德路304號5樓,"0971869811"
2657430584948150,得瑞交通股份有限公司,基隆市仁愛區仁二路49號,"0970716297"
2602887981311166,遠至交通有限公司,基隆市仁愛區忠三路99號7樓之11,"0979089143"
2527255015816727,怡程股份有限公司,臺北市中山區吉林路24號7樓之2,"0977744608"
2321240935603270,億皇實業有限公司,桃園市八德區興仁里中山路18號(一樓),"0924749505"
2341593390310979,富吉國際股份有限公司,臺北市中山區民生西路54號5樓之7,"0980072246"
2893467227925730,春霖企業管理有限公司,臺北市松山區慶城街46巷27號1樓,"0922863017"
2988656499929587,三力電腦股份有限公司,臺北市大安區敦化南路1段200號7樓之4,"0951747333"
2701416023742802,汎聯企業股份有限公司,臺北市大安區安和路2段63號3樓之1,"0951944492"
2097969643981679,國眾電腦股份有限公司,臺北市內湖區陽光街298號3樓,"0994495140"
2339390105827980,薪溢企業有限公司,臺北市內湖區潭美街173號3樓,"0996789055"
2383358578049159,祐鋒實業股份有限公司,彰化縣芳苑鄉後寮村工區四路9號,"0955255890"
2287593240731208,中麟營造股份有限公司,臺北市大安區信義路4段235號2樓之1,"0938496424"
2679033453847015,竑佑特殊鋼股份有限公司,新北市樹林區武林街2之2號,"0990884954"
2652749861155204,統勝工業股份有限公司,臺北市南港區南港路3段137號1樓,"0971027314"
2638903381212996,協同造船廠股份有限公司,基隆市中正區和一路123號,"0963505929"
2370405620974241,大暉度量衡器有限公司,桃園市八德區茄苳里茄苳路889巷36號,"0987043062"
2122878287905917,錡宏科技股份有限公司,桃園市桃園區玉山里漢中路119巷26弄92號,"0962324392"
2455427418372680,裕大輪圈股份有限公司,桃園市中壢區新中北路1133之1號,"0957138840"
2999534394821882,三禾膠業有限公司,臺北市大同區華陰街173號,"0922868812"
2581034645330468,宏遠證券股份有限公司,臺北市大安區信義路4段236號3至5樓及7樓,"0920514328"
2812156578339151,中北貿易股份有限公司,臺北市大安區安和路2段92號地下1樓,"0941203593"
2133018908326463,中央炭素股份有限公司,臺北市大同區長安西路150號11樓,"0961438668"
2551799768373468,中殼潤滑油股份有限公司,高雄市楠梓區宏毅二路南12巷2號1樓,"0933880932"
2706788316326245,中國砂輪企業股份有限公司,新北市鶯歌區中山路64號,"0918931139"
2230434455229039,日盛證券股份有限公司,臺北市中山區南京東路2段111號3、4樓,"0988108897"
2807122742645893,遠興化學工業股份有限公司,臺北市大安區安和路2段92號,"0910969217"
2088162178033792,永龍交通事業股份有限公司,臺北市內湖區成功路4段41巷6之1號5樓,"0929174941"
2193435654037125,秀山交通器材股份有限公司,新北市板橋區文化路2段427號,"0921924955"
